pct,dist,value
1,0,0.0849740103336
1,1,0.0863775402517
1,2,0.0675496195509
1,3,0.0573230503719
1,4,0.0561845886818
1,5,0.0544978685172
1,6,0.0542853430558
1,7,0.0681006197594
1,8,0.0731495237093
1,9,0.0606848654265
1,10,0.0550259169285
1,11,0.0678179843766
1,12,0.0794621026895
1,13,0.120769631927
1,14,0.141600911171
1,15,0.172082711022
1,16,0.256433557299
1,17,0.269133854065
1,18,0.276274448719
1,19,0.292291835498
1,20,0.294530845636
1,21,0.293948811338
1,22,0.386677420885
1,23,0.563301728946
1,24,0.378822877206
1,25,0.543407944107
1,26,0.448820037643
1,27,0.172332758891
1,28,0.308689612595
1,29,0.599618424639
1,30,0.487804878049
1,31,0.811770674784
1,32,0.545851528384
1,33,0.63202247191
1,34,0.698215671063
1,35,0.76726342711
1,36,0.679611650485
1,37,0.258397932817
1,38,0.627943485086
1,39,0.171821305842
1,40,0.609756097561
1,41,0.442477876106
1,42,0.0
1,43,0.0
1,44,0.0
1,45,0.409836065574
1,46,0.469483568075
1,47,1.43540669856
1,48,0.505050505051
1,49,0.574712643678
2,0,0.068719500058
2,1,0.0234952066555
2,2,0.0233289923191
2,3,0.0343581218795
2,4,0.0779398299775
2,5,0.132020768896
2,6,0.137362096527
2,7,0.0990156762669
2,8,0.0623876534834
2,9,0.080397783495
2,10,0.167861523986
2,11,0.390373769573
2,12,0.563052473199
2,13,0.596005975744
2,14,0.575638486717
2,15,0.370140170877
2,16,0.185722642828
2,17,0.107691662569
2,18,0.0871810104786
2,19,0.0814325840487
2,20,0.105981810564
2,21,0.0920445772878
2,22,0.151824263415
2,23,0.26770775237
2,24,0.452739536173
2,25,0.724543925475
2,26,0.593600694947
2,27,0.438665204449
2,28,0.308689612595
2,29,0.490596892886
2,30,0.447154471545
2,31,0.558092338914
2,32,0.7096069869
2,33,0.280898876404
2,34,0.930954228084
2,35,0.852514919011
2,36,1.35922330097
2,37,0.904392764858
2,38,1.41287284144
2,39,1.20274914089
2,40,0.813008130081
2,41,1.76991150442
2,42,0.544959128065
2,43,1.18694362018
2,44,1.09090909091
2,45,1.6393442623
2,46,1.40845070423
2,47,1.43540669856
2,48,2.0202020202
2,49,0.574712643678
3,0,0.0379208088173
3,1,0.0218870148931
3,2,0.0638493215028
3,3,0.172214645978
3,4,0.166283482244
3,5,0.140563849684
3,6,0.299381452229
3,7,0.743784177907
3,8,1.00810649572
3,9,0.748317830991
3,10,0.45032171139
3,11,0.232038392826
3,12,0.103441790483
3,13,0.179978120307
3,14,0.267810418954
3,15,0.363646483668
3,16,0.583294049492
3,17,0.649390255525
3,18,0.671124731635
3,19,0.683718990708
3,20,0.653759889582
3,21,0.686870286427
3,22,0.792332874698
3,23,0.909090909091
3,24,0.73916658967
3,25,0.530469659723
3,26,0.463298103373
3,27,0.892997023343
3,28,0.818027473376
3,29,0.899427636958
3,30,1.26016260163
3,31,1.21765601218
3,32,1.36462882096
3,33,1.33426966292
3,34,1.78432893716
3,35,0.937766410912
3,36,1.45631067961
3,37,1.03359173127
3,38,0.784929356358
3,39,0.85910652921
3,40,1.42276422764
3,41,1.76991150442
3,42,0.817438692098
3,43,0.890207715134
3,44,1.81818181818
3,45,1.6393442623
3,46,1.40845070423
3,47,0.0
3,48,1.0101010101
3,49,2.29885057471
4,0,0.0449089080524
4,1,0.0517980245502
4,2,0.212309764402
4,3,0.249255397344
4,4,0.439763843105
4,5,1.15290304366
4,6,2.41557472577
4,7,1.90127597521
4,8,0.448099321144
4,9,0.0997241737582
4,10,0.144199451782
4,11,0.222089886853
4,12,0.367218356216
4,13,0.738341613372
4,14,1.32725201884
4,15,1.31265248569
4,16,0.707961083439
4,17,0.48890108759
4,18,0.408374206979
4,19,0.348940589619
4,20,0.334582111256
4,21,0.437459173776
4,22,0.714048488874
4,23,1.04294478528
4,24,1.06255197265
4,25,1.20326044766
4,26,1.28854785001
4,27,1.09666301112
4,28,0.864330915265
4,29,1.00844916871
4,30,1.21951219512
4,31,1.72501268392
4,32,2.01965065502
4,33,2.45786516854
4,34,1.47401086113
4,35,1.44927536232
4,36,1.26213592233
4,37,1.16279069767
4,38,1.88383045526
4,39,2.0618556701
4,40,1.0162601626
4,41,2.21238938053
4,42,1.90735694823
4,43,2.6706231454
4,44,0.0
4,45,2.45901639344
4,46,2.34741784038
4,47,3.82775119617
4,48,1.51515151515
4,49,2.29885057471
5,0,0.103608941627
5,1,0.234385467348
5,2,0.397838105292
5,3,0.809184543063
5,4,2.19552236861
5,5,3.13248412781
5,6,1.18807632037
5,7,0.411811884798
5,8,0.477811441116
5,9,0.429896225015
5,10,0.552578980285
5,11,1.24846743966
5,12,1.69103817942
5,13,1.47080158883
5,14,0.899884051428
5,15,0.603912910378
5,16,0.958147090061
5,17,1.13676650542
5,18,1.22294913314
5,19,1.20535960157
5,20,1.17565868928
5,21,1.12531918684
5,22,1.08649238506
5,23,1.14333519241
5,24,1.12722904925
5,25,1.53965584164
5,26,1.65049949327
5,27,1.4413285289
5,28,1.35823429542
5,29,1.79885527392
5,30,1.9918699187
5,31,1.92795535261
5,32,2.51091703057
5,33,1.61516853933
5,34,1.86190845617
5,35,1.87553282182
5,36,1.84466019417
5,37,2.71317829457
5,38,2.51177394035
5,39,2.57731958763
5,40,1.82926829268
5,41,3.3185840708
5,42,2.72479564033
5,43,3.85756676558
5,44,4.0
5,45,4.50819672131
5,46,3.28638497653
5,47,2.39234449761
5,48,2.0202020202
5,49,4.59770114943
6,0,0.122129000057
6,1,0.314180956926
6,2,0.721062385668
6,3,2.54694224432
6,4,3.67928115313
6,5,0.912775780334
6,6,0.922309455001
6,7,1.14721108276
6,8,0.858298142798
6,9,1.27144456264
6,10,1.47716285259
6,11,0.849686481942
6,12,0.412121497085
6,13,0.600319176884
6,14,0.814205239234
6,15,1.03435160533
6,16,0.658264657606
6,17,0.347281786195
6,18,0.294145348374
6,19,0.329664277453
6,20,0.463978507875
6,21,0.499811951939
6,22,0.6879536936
6,23,1.12660345789
6,24,1.395176938
6,25,1.39733471342
6,26,2.04140726799
6,27,2.06799310669
6,28,1.63605494675
6,29,1.85336603979
6,30,1.30081300813
6,31,2.08016235413
6,32,1.20087336245
6,33,1.33426966292
6,34,1.70674941815
6,35,1.87553282182
6,36,1.55339805825
6,37,1.67958656331
6,38,2.04081632653
6,39,2.74914089347
6,40,2.84552845528
6,41,2.65486725664
6,42,1.6348773842
6,43,2.07715133531
6,44,4.0
6,45,2.04918032787
6,46,0.469483568075
6,47,0.956937799043
6,48,1.51515151515
6,49,2.87356321839
7,0,0.235278771233
7,1,0.477524383529
7,2,1.32228114699
7,3,3.46852995779
7,4,1.32568780715
7,5,1.12479662545
7,6,1.47490767062
7,7,1.95545023697
7,8,2.69787609032
7,9,1.46609996537
7,10,0.376180551818
7,11,0.490279188706
7,12,0.845636637201
7,13,1.5951002035
7,14,1.7407677232
7,15,0.965240220043
7,16,0.861878013733
7,17,0.998578088845
7,18,1.08577790336
7,19,1.06924523403
7,20,0.968008281369
7,21,0.858092994715
7,22,1.19561607439
7,23,2.48745119911
7,24,3.68659336598
7,25,3.27338594902
7,26,2.51918343709
7,27,1.3003289989
7,28,1.11128260534
7,29,1.39002452984
7,30,1.91056910569
7,31,1.62354134957
7,32,1.96506550218
7,33,2.52808988764
7,34,2.48254460822
7,35,2.47229326513
7,36,1.45631067961
7,37,2.19638242894
7,38,2.04081632653
7,39,2.40549828179
7,40,3.0487804878
7,41,1.54867256637
7,42,1.36239782016
7,43,0.890207715134
7,44,1.45454545455
7,45,0.0
7,46,5.16431924883
7,47,3.34928229665
7,48,3.0303030303
7,49,0.574712643678
8,0,0.359788192308
8,1,0.721874532746
8,2,3.22587498623
8,3,3.43108083242
8,4,1.45742349242
8,5,2.16184406051
8,6,3.14289004733
8,7,4.80751002552
8,8,1.75387290855
8,9,0.569664679398
8,10,0.783910533241
8,11,1.48078607209
8,12,1.82081060749
8,13,1.1045716011
8,14,0.932205998543
8,15,1.03898995334
8,16,0.749990060715
8,17,0.328983733794
8,18,0.356210499878
8,19,0.496069992683
8,20,0.889138096764
8,21,1.15995961915
8,22,1.59415476586
8,23,1.74010039041
8,24,0.942437401829
8,25,1.30676672273
8,26,1.31750398147
8,27,1.39432868557
8,28,1.43540669856
8,29,1.58081221041
8,30,1.86991869919
8,31,2.02942668696
8,32,2.51091703057
8,33,2.10674157303
8,34,1.93948797517
8,35,1.87553282182
8,36,2.42718446602
8,37,2.84237726098
8,38,2.51177394035
8,39,3.264604811
8,40,3.25203252033
8,41,1.76991150442
8,42,0.817438692098
8,43,1.18694362018
8,44,6.54545454545
8,45,2.04918032787
8,46,2.34741784038
8,47,3.34928229665
8,48,3.53535353535
8,49,2.87356321839
9,0,0.542608355584
9,1,1.00745749734
9,2,3.69444366904
9,3,1.62943867265
9,4,2.15349250589
9,5,2.66782310551
9,6,4.6040664299
9,7,2.19533357638
9,8,1.06472329126
9,9,1.10469646745
9,10,1.70032867082
9,11,1.35131537465
9,12,0.909582471318
9,13,1.573926307
9,14,2.47647680516
9,15,3.45788843845
9,16,5.43820888402
9,17,6.50648246627
9,18,7.26427921107
9,19,7.29510066956
9,20,6.37862617997
9,21,5.86215087393
9,22,5.61275323813
9,23,4.09927495817
9,24,3.23385382981
9,25,2.83348427998
9,26,3.1417402635
9,27,4.12031959893
9,28,4.39882697947
9,29,3.29790133551
9,30,3.69918699187
9,31,4.05885337392
9,32,2.56550218341
9,33,4.42415730337
9,34,3.87897595035
9,35,2.38704177323
9,36,3.00970873786
9,37,3.87596899225
9,38,3.45368916797
9,39,5.15463917526
9,40,6.09756097561
9,41,3.7610619469
9,42,4.35967302452
9,43,3.56083086053
9,44,4.0
9,45,2.04918032787
9,46,1.40845070423
9,47,3.82775119617
9,48,1.0101010101
9,49,4.02298850575
10,0,1.01243836991
10,1,2.23786330078
10,2,4.68875565586
10,3,2.69562286008
10,4,3.62678824333
10,5,5.40084674952
10,6,3.9609598318
10,7,2.33795114838
10,8,2.27496578427
10,9,2.5700233772
10,10,1.42770448206
10,11,1.16257400077
10,12,1.98467180741
10,13,2.73809850567
10,14,2.25740583026
10,15,2.14987430077
10,16,2.08412610965
10,17,1.36148946147
10,18,1.11765572436
10,19,0.881202841879
10,20,1.09370763808
10,21,1.16886715889
10,22,1.28813398491
10,23,1.4947016174
10,24,2.55936431673
10,25,2.79466942683
10,26,2.24410018821
10,27,2.0366598778
10,28,1.77496527242
10,29,2.67102752794
10,30,2.60162601626
10,31,2.89193302892
10,32,2.1288209607
10,33,2.94943820225
10,34,3.64623739333
10,35,4.34782608696
10,36,3.30097087379
10,37,3.22997416021
10,38,3.2967032967
10,39,3.43642611684
10,40,3.25203252033
10,41,3.09734513274
10,42,4.08719346049
10,43,5.3412462908
10,44,5.81818181818
10,45,2.86885245902
10,46,6.57276995305
10,47,2.87081339713
10,48,2.52525252525
10,49,2.29885057471
11,0,1.2303075204
11,1,3.99762204759
11,2,3.48648927937
11,3,2.6265718506
11,4,3.73465633628
11,5,4.11792373284
11,6,1.98626280603
11,7,2.3622311338
11,8,2.6471081373
11,9,1.42860676826
11,10,1.16417395242
11,11,1.97737065191
11,12,2.34554259921
11,13,2.19110617925
11,14,3.35789117252
11,15,4.93010009555
11,16,3.39809960868
11,17,2.91110577418
